DICOM Service Classes	kapseln verschiedene Funktionalitäten, die DICOM Standard beinhaltet, z.B. store, print, worklist, die meisten Geräte unterstützen nur ein paar Service classes
Inapperent	unbemerkt (z.B. Röteln)
1-tier-architecture	keine Trennung von Schichten, information system besteht aus presentation layer, application logic layer und resource management layer
Viren	Infektionsträger ohne eigenen Stoffwechsel, benötigen Wirtsorganismus für Vermehrung, besitzen DNA/RNA zur Steuerung des Stoffwechsels in Wirtszelle
Bildungsort der B-Lymphozyten	Knochenmark
Primäre Immunantwort Eigenschaften	Immunreaktion auf erstmaligen Kontakt mit Antigen / Bildung von Frühantikörper (IgM)
Symptome Linksherzinsuffizienz	• Atemnot / • Zyanose / • Lungenödem
Informationssystem	Schnittstelle zwischen Mensch und Maschinen, kann automatisch oder manuell sein und ist für Datenverarbeitung zuständig
Risikofaktoren für Krebs	Familiäre Disposition / Hormonelle Faktoren / Lebensalter / Lebensstil / Umweltfaktoren (Karzinogene)
Eigenschaft dilative Herzinsuffizienz	Erschlafftes Myokard
Krankenhausinformationssystem (KIS)	gesamtes informationsverabreitendes und informationsspeicherendes Teilsystem eines Krankenhauses
Endogene Ursachen einer Entzündung	Immunreaktion / Ischämie / Nekrose / Stoffwechselprodukte
Bedeutung von TNM-Klassifikation	Schätzung Prognose, Hilfe bei Therapieplanung, Auswertung Behandlungsergebnisse, Erleichterung Informationsaustausch, Grundlage zur Erforschung von Krebserkrankungen
F.A.S.T Test	Face: Smile, Arms: Raise, Speech: Repeat a simple sentence, does person have trouble or slur words?, Time: critical, needs immediate medial attention
Komplikationen der Arteriosklerose	koronare Herzkrankheit (z.B. Herzinfarkt), Schlaganfall, Bluthochdruck, Aneurymabildung, Thrombose
Prinzipien des Datenschutz 1	Personenbez. Daten müssen auf rechtmäßige u. nachvollziehbarer Weise verarbeitet werden, für festgelegte u. legitime Zwecke erhoben werden, angemessen beschränkt sein, sachlich richtig u. aktuell sein
HL7 (Health Level 7)	Anwendungsspezifisches Protokoll auf Ebene 7 OSI-Modell (Anwendungsschicht), ursprünglich für Nachrichtenaustausch zwischen Systemen im Gesundheitswesen
Symptome Schlaganfall	einseitige Lähmungserscheinungen/Gefühlsstörungen/Sehstörungen/Kopfschmerzen, Sprachstörungen, Sprachverständnisprobleme,
Sepsis Definition	Organversagen mit Infektion
TNM-Klassifikation Bedeutung pT0	Keine histologische Evidenz für einen Primärtumor
Nenne die Ursache eines ischämischen Schlaganfalls.	Es gibt eine arterielle Durchblutungsstörung, hervorgerufen durch arteriosklerotische Veränderungen
Krankenakte besteht aus	ärztlicher Dokumentation im Verlauf, Krankenblatt (enthält Vitaldaten, Medikation, Diagnosen, etc), geordnete Sammlung von Untersuchungsergebnissen, Unterlagen über Vorbehandlung, Dokumentation der Aufklärung, Patientenentscheidungen, Pflegerische Dokumentation
Voraussetzungen Stadium II TNM-Klassifikation	T3/T4, N0, M0
Dignitätskriterien - gutartiger Tumor	bevorzugt Jugendliche/mittleres Lebensalter, symptomarm, lang, nicht tödlich, keine Metastasen
Nosokomiale Erreger	im Krankenhaus erworbene Infektionen (oft resistente Keime)
Warum sind Tumormarker wichtig?	Weil sie im Serum Gesunder nicht oder nur in extrem niedrigen Mengen nachweisbar sind
Gutartiger Tumor Metastasenvorkommen	Fehlend
Therapietypen: Kurative Therapie	Heilende Behandlung oder Defektheilung
TNM-Klassifikation Bedeutung pN0	Kein Befall regionärer Lymphknoten
Definition Arteriosklerose	Arterienerkrankungen führen zu Verdickung, Verhärtung und Elastizitätsverlust der Gefaßwand
äußere Schutzbarrieren	Säureschutzmantel der Haut, Flimmerepithel der Atemwege, Tränen- und Speichelflüssigkeit, Magensäure, saures Milieu der Vagina, Harnfluss der Harnröhre
Metastasen - Zielorte	Leber (Mammakarzinom, malignes Melanom), Lunge (v.a. bei Sarkomen), Knochen (Bronchialkarzinom, Nierenkarzinom), ZNS (Mammakarzinom, Bronchialkarzinom)
Ursache für Metaplasie	Chronische Irritation / Entzündungen
Unspezifisches humorales Abwehrsystem	in Körperflüssigkeiten gelöste Substanzen, die entweder ständig im Blut oder Lymphsystem zirkulieren oder aus geschädigten Zellen freigesetzt werden
Schlaganfall (Apoplex)	Durchblutungsstörung im Gehirn führt über Unterversorgung von Sauerstoff und Nährstoffen zu einer Schädigung von Gehirngewebe
Unterschied B-Zellen und T-Zellen	B-Zellen produzieren Antikörper, T-Zellen nicht
Umgebendes Gewebe Benigner Tumor Folgen	• Kompression / • Druckatrophie
Auslöser von Asthma	Verengung der Atemwege durch chronisch entzündliche Erkrankung (Überempfindlichkeit des Bronchialsystems)
Typing - Mesenchymale Tumoren (Stütz‐ u. Bindegewebe)	gutartig: Lipom, Chondrom, Angiom, bösartig: Liposarkom, Chondrosarkom, Agiosarkom
Bildungsort von Insulin	β-Zellen in den Pankreas
B-Lymphozyten	bilden Antikörper, Träger der spezifischen humoralen Abwehr, Rezeptoren sind Antikörper
B-Lymphozyten	Vorläufer der Plasmazellen
Pulsmerkmale	Frequenz, Rhythmus, Füllung
Leitsymptom der Koronaren Herzkrankheit	Angina pectoris (Brustenge)
Ausbreitungswege der lokalen Entzündung	direkt übergreifend (per continuitatem), kanalikulär (Gangsysteme), lymphogen (Lymphgefäße), neurogen (Nerven), hämatogen (Blutgefäße)
Definition Immunität	Unempfindlichkeit des Organismus gegenüber Pathogenen
Instabile Angina pectoris Eigenschaften	• Zunahme der Anfallsdauer und Intensität / • Auftreten von Beschwerden in Ruhe / • Nitroglyzerin hilft nicht
Passive Immunisierung Funktionsweise	Verabreichung spezifischer Antikörper
Symptom der KHK	Brustenge
Bakterien	einzellige Lebenwesen ohne echten Zellkern, wirtsunabhängige Vermehrung, Schädigung durch direkte Zellschädigung oder Toxinwirkung
Dignitätskriterien - Merkmale - Malign	langsam bis schnell wachsend, Tumor oft schlecht begrenzt, invasives zerstörendes Wachstum, kann nur in Frühfällen chirugisch behandelt werden
Symptome Diabetes Typ 1	Starker Durst / Erhöhtes Urinvolumen
Bildungsort der Abwehrzellen	Knochenmark
Dekompensierte Herzinsuffizienz	Herzschaden, Pumpleistung des Herzens kann nicht mehr aufrechterhalten werden
fortgeschrittene elektronische Signatur	geheimer Signaturschlüssel, Signaturersteller muss identifizierbar sein
Krankheitsverlauf Eigenschaften: Akut	schnell, heftig, plötzlich
Abzess - Arten	"Follikulitis (Entzündung des Haarbalgs), Furunkel (Entzündung von Haarfolikel und Talgdrüse), Karbunkel (flächenhafte Entzündung mehrere Folikel und Talgdrüßen, ""fressendes Geschwür"")"
Faktische Anonymität	Re-Identifikation nur mit hohem Zeit, Kosten, Arbeitsaufwand möglich
Tumor	1) umschriebene Volumenzunahme eines Gewebes(Geschwulst, Schwellung) 2) abnorme Gewebsvermehrung durch autonome Teilungswachstum körpereigener Zellen (Neoplasie)
Diabetis Mellitus - Risikofaktoren	Adipositas, Bewegungsmangel, Fettstoffwechselstörungen, genetische Prädisposition
Wie vermehrt sich ein Virus?	Durch Einschleusen von DNA/RNA in eine Wirtszellen.
Therapietypen: Operative Therapie	Chirurgischer Eingriff
Umwandlung	Metaplasie
Arten von Architekturen	Business Architecture, Application Architecture, Data Architecture, Technical Architecture
Primäre Immunantwort	bei erstmaligen Kontakt mit Antigen, Bildung von Frühantikörpern (IgM)
Definition Krebs	Allgemeine Bezeichnung für bösartige Tumoren
DICOM	Standard zur Formatierung von Bilddaten in Medizin, Anbindung bildgebender Modalitäten an KIS, Service Classes für Versenden, Empfangen und Abspeichern von medizinischen Bildern
Definition Atherosklerose	Anhäufung von Atheromen (Fette, Bindegewebe, Kohlenhydrate) in einem Gefäß
TNM-Klassifikation Bedeutung pTX	Lokale Tumorausbreitung kann histopathologisch nicht bestimmt werden
Krankheitsverlauf Eigenschaften: Latent	schlummernd, verborgene Erkrankung ohne Krankheitserscheinung, die wieder manifest werden kann
Artherosklerose - Risikofaktoren 1. Ordnung	Nikotinabusus, Hypertonie (Bluthochdruck), Diabetes Mellitus, Hyperlipidämie (erhöhte Fettwerte), Homocysteinämie (erhöhtes Homocystein)
Technische und organisatorische Maßnahmen Datenschutz 2	Zugriffskontrolle, Übertragungskontrolle, Eingabekontrolle, Transportkontrolle, Wiederherstellbarkeit, Zuverlässigkeit, Datenintegrität, Auftragskontrolle, Verfügbarkeitskontrolle, Trennbarkeit
Voraussetzungen Stadium IV TNM-Klassifikation	T*, N*, M1
Fakultative Allgemeinsymptome einer Entzündung	Tachykardie / Leukozytose / Erhöhte Plasmaproteine / Erhöhte Blutkörperchensenkungsgeschwindigkeit
Folgeerkrankungen der KHK	Herzrhythmusstörungen / Herzinfarkt / Herzinsuffizienz / Plötzlicher Herztod
Ursachen nicht-allergischen Asthmas	Atemwegsinfektionen, Medikamente, Luftschadstoffe
Definition Infektionskrankheiten	Krankheiten, die durch Eindringen und Vermehrung lebender Mikroorganismen entstehen
IgM	Primärantwort (wird bei Ersterkrankung gebildet)
Gutartiger Tumor Verlauf	Lang, nicht tödlich
Best of Breed - Nachteile	Inkonsistenzrisiko, hoher Administrationsaufwand, Fehlerbehandlung komplex (niemand zuständig)
Definition latente Infektion	Nach Erstinfektion lebenslanges Persistieren von Viren in verschiedenem Gewebe, nach Reaktivierung / erneute Virusproduktion.
Sekundäre Immunantwort	bei erneuten Kontakt mit demselben Antigen, Bildung von Spät- bzw. Schutzantikörper (IgG)
TNM-Klassifikation Bedeutung pTis	Präinvasives Karzinom (Carcinoma in situ)
TNM steht für...	T = Primärtumor (Größe, Infiltration), N  = Nodaler Befall (Zustand der regionären Lymphknoten), M = Metastasenbildung (Fehlen bzw. Vorhandensein von Metastasen)
Dignitätskriterien - Merkmale - Benign	langsam wachsend, kann oft chirugisch entfernt werden, hängt meistens zusammen und ist gut begrenzt
Definition Embolie	Gefäßverschluss durch Verschleppung von nicht löslichem Material
TNM Klassifikation	anatomisch basierte Beschreibung Primärtumor und dessen Ausbreitung im Körper sowie Krankheitsverlauf
Tumormarker	Proteine, die von Tumorzellen unter abnormen Bedingungen produziert werden, im Serum Gesunder nicht oder nur in extrem niedrigen Mengen nachweisbar
Körperliche Untersuchung - Grundmeßgrößen	Gewicht, Größe
Histologie Maligner Tumor	• Verlust der Ähnlichkeit zum Ursprungsgewebe / • Zellatypien
Sekundäre Immunantwort Eigenschaften	Immunreaktion bei erneutem Kontakt mit bekanntem Antigen / Bildung von Spät- bzw. Schutzantikörper (IgG)
Expansion TNM	T: Primärtumor (Größe, Infiltration) / N: Nodaler Befall (Zustand der regionären Lymphknoten) / M: Metastasenbildung
Ursachen allergischen Asthmas	Genetische Disposition zu allergischer Reaktion (z.B. auf Pollen/Tierhaare)
Übertragungswege Infektionskrankheiten - direkt	Schmierinfektion (oral), Tröpfcheninfektion (aerogen), Blutweg (parenteral)
Elektronische Signatur vs digitale Signatur	elektronische Signatur rechtlicher Begriff, digitale Signature technisch
Irreversible Zellschäden	Apothose (physiologischer Zelltod), Nekrose (Zelltod durch exogene oder endogene Noxen)
Organvergrößerung durch	Zellvergrößerung (Hypertrophie), Zellvermehrung (Hyperplasie)
Funktionsweise Thrombektomie bei Herzinfarkt	Entfernung eines Blutgerinnsels durch Absaugen oder Zerkleinern mithilfe spezieller Instrumente
Arten von Übertragungswegen bei Infektionskrankheiten	Direkt / Indirekt
Tumor - Theraphieformen - Chemotherapie	Verhinderung der Zellteilung von Tumorzellen (Zytostatika)
Wachstumsrate Maligner Tumor	• langsam bis schnell wachsend / • Mitosefiguren häufig / • atypische Mitosen
Charakteristika von Gewebe nach Metaplasie	Widerstandsfähiger / Funktionell minderwertiger
Rechtsherzinsuffizienz  - Symptome	Leitsymptom : Ödeme (z.B. am Bein), Halsvenenstauung, Lebervergrößerung, Nykturie (nächtliches Wasserlassen)
Bösartiger Tumor Metastasenvorkommen	Häufig
Nenne Beispiele pathologisch gesteigerter Immunabwehr.	Allergien, Autoimmunerkrankungen
Übertragungswege Infektionskrankheiten - indirekt	Trinkwasser, Lebensmittel, Überträger
Diabetis Mellitus Typ 2	Insulin wird gebildet, verliert aber Wirksamkeit (Insulinresistenz), meist ab 60 LJ, adipöse Patienten, starke genetische Prädisposition, Therapie mit blutzuckersenkenden Tabletten
Bestandteile des unspezifischen humoralen Abwehrsystems	Zytokine / Lysozyme
chronisch progredient	fortschreitend bis zum Tod (z.B. MS)
Spezifisches humorales Abwehrsystem - Antikörper	Neutralisierung der Antigene durch Bildung von Immunkomplexen, Markierung für unspezifische Abwehrzellen, Aktivierung von unspezifisches humoralen Substanzen
Grundregeln des Datenschutzes	Zulässigkeit im Rahmen der Behandlung, Erforderlichkeit zur Aufgabenerfüllung, Zweckbindung, keine Vorratsdatenspeicherung, Patienteninformation, Einwilligung
chronisch rezidivierend	immer wieder auftretend (z.b. Neurodermitis)
Kommunikationsserver - Vorteile	Zentrale Wartung von Schnittstellen, weniger Schnittstellen, erhöhte Herstellerunabhängigkeit
Patophysiologischer Mechanismus von Asthma	Verengung der Atemwege durch / • Schleimhautödem / • vermehrte Schleimbildung / • Kontraktion der Bronchialmuskulatur
Nenne die Dignitätskriterien eines Tumors	Wachstumsrate / Lokale Ausbreitung / Histologie / Umgebendes Gewebe / Klinik / Metastasierung
T-Lymphozyten	Träger der spezifisches zellulären Abwehr, keine Antikörperbildung, können Antigene nur mithilfe von antigenpräsentierenden Zellen erkennen, Aktivierung von B-Zellen
Einflussfaktoren für eine Entzündung	Art der Schädigung / Lokalisation / Dosis / Virulenz / Resistenz
Definition Schlaganfall	Durchblutungsstörung im Gehirn → Unterversorgung mit Sauerstoff und Nährstoffen
Folgeerkrankungen koronare Herzkrankheit	Herzrhythmusstörungen, Herzinfarkt, Herzinsuffizienz, plötzlicher Herztod, Leitsymptom: Angina pectoris (Herzenge)
Schutzimpfung	aktive Immunisierung: Antikörperbildung durch Impfung mit abgeschwächten Erregern, passive Immunisierung: Verabreichung spezifischer Antikörper (kurzzeitige Wirkung)
Folgen einer Entzündung	Regeneration / Defektheilung / Chronischer Verlauf / Zweiterkrankung
Dignität	biologisches Verhalten eines Tumors maligne (bösartig) / benigne (gutartige) Tumoren
Welche Funktion erfüllen B-Lymphozyten?	Tragen eine spezifische humorale Abwehr, produzieren Antikörper
Ursachen Thrombose	Gefäßwandläsion (z.B. Arterioskerose, Entzündung), Strömungsverlangsamung (Herzinsuffizienz, langes Stehen), Erhöhte Gerinnungsneigung (z.B. Operation, Pille)
Linksherzinsuffizienz - Symptome	Leitsymptome: Atemnot (bei Belastung), Zyanose, Lungenödem mit Rasselgeräuschen und Husten
Mamma-Carcinom - Risikofaktoren	familäre Disposition, frühe Menarche, späte oder fehlende Schwangerschaft, orale Kontrazeptiva, späte Menopause
Untersuchungen, Eingriffe	Labordiagnostik, bildgebende Verfahren
Operative Therapie	chirugischer Eingriff
Krankheitsverlauf Eigenschaften: Inapparent	unbemerkt
Ursachen Linksherzinsuffizienz	• Herzinfarkt / • Klappenfehler / • Hypertonie
Patientenakte, Krankenakte	alle Dokumente, die im Zusammenhang mit med. eines Patienten erstellt werden, meistens einrichtungsbezogen
chronisch	langsam entwickelnd, verlaufend
Letalität verschiedene Arten von Schlaganfällen	Ischämischer Infarkt: 20% / Hämorrhagischer Infarkt: 80%
Def: Verantwortlicher	Person/Behörde etc. die über Zwecke u. Mittel der Verarbeitung von personenbezogenen Daten entscheidet
qualifizierte elektronische Signatur	Anforderungen gemäß SigG, z.B. Signaturerstellungseinheit (Smartcard)
Praxis-DV	Praxisorganisation, Formularwesen, Befunddokumentation, Medikation, hohe Durchdringung (>95%)
Reversible Zell- und Gewebeschäden	Zellschwellung, Verfettung, Verkalkung, Ödem, Erguss, Fibrose
Schwerpunkte E-Health Gesetz	Stammdatenmanagement, Notfalldaten, elektronische Arztbriefe, elektronische Patientenakte, Förderung von Telemedizin
Carcinoma in situ	obligate Präkanzerose, atypisches Gewebe mit aufgehobener Zellschichtung, fehlendes Tiefenwachstum, keine Metastasen
Medikamentöse Therapie bei Herzinfarkt Funktionsweise	Auflösung eines Blutgerinnsels durch ein Medikament
Funktionsweise Strahlentherapie	Zerstörung von Tumorzellen durch ionisierte, elektromagnetische Strahlung
Arten von Krankheitsverläufen	Akut / Inapparent / Chronisch / Rezidivierend / Latent / Remission / Exazerbation
Entzündung - Einflussfaktoren	Art der Schädigung, Lokalisation, Dosis, Virulenz, Resistenz
Unterschied gutartiger/bösartiger Tumor (Alter des Patientien)	Jugendliche/Ältere Menschen
Def: Verarbeitung	Vorgang im Zusammenhang mit personenbezogenen Daten, z.B. Erheben, Erfassen, Organisation, Löschen, etc.
Nachteile Papierakte	hoher Platzbedarf, geringe Verfügbarkeit, hohe Zugriffszeiten, geringe Strukturierung, handschriftl. Vermerke unleserlich, oft unvollständig
Leitsymptom der Linksherzinsuffizienz	Atemnot durch Lungenödeme
DICOM Service Classes - Bsp.	DICOM Storage Service Class (umfasst Versenden, Empfangen, Abspeichern von med. Bildern), DICOM Worklist Management Service Class (Übertragen von Patientendaten)
Krankenhaus-DV (KIS/KAS)	Arztbriefschreibung, Befunde, Auftragskommunikation, Terminplanung
Linksherzinsuffizienz - Ursachen	Klappenfehler, Herzinfarkt, Hypertonie
TNM-Klassifikation Bedeutung pM1	Fernmetastasen
Herausforderungen bei Integration	Heterogenität, Fragmentierung, z.B. zwischen stationären und niedergelassenen Bereich, führt zu unzureichenden und verspäteten Informationen und oft unzureichender Mehrfachverwendung von Daten
Komponente Informationsysteme	Mensch / Maschine / Daten / Prozesse / Funktionen / Verbindungen
Wozu ist die Krankenakte da?	Dokumentation früherer Krankheiten / Dokumentation von Medikamentenkonsum
Vorteile Papierkrankenakte	Keine Umschulung notwendig, Fehlschläge weniger wahrscheinlich
Was ist der Unterschied zwischen der elektronischen Gesundheitsakte und der elektronischen Patientenakte?	Die Gesundheitsakte ist unter Verwaltung des Patienten / Die Patientenakte ist unter Verwaltung der behandelnden Institutionen
Expansion eGK	elektronische Gesundheitskarte
Expansion HBA	Heilberufeausweis
Funktion HBA	• Signatur / • Authentifizierung / • Verschlüsselung
Funktion eGK	• Überprüfung Versichertenstatus / • Notfalldaten / • eRezept / • Signatur / • Authentifizierung / • Verschlüsselung
Verfahren hybride Verschlüsselung	Generiere symmetrischen Schlüssel → / Verschlüssele Nachricht mit dem Schlüssel → / Verschlüssele symmetrischen Schlüssel asymmetrisch → / Schicke Nachricht+Schlüssel
Beispiele Layer Informationssystem	Presentation layer / Application logic layer / Resource management layer
Schema Monolithische Architektur	Client ←→ Informationssystem
Schema Zweischichten-Architektur	Client (Presentation layer) ←→ Application logic layer, Resource management layer
Schema Dreischichten-Architektur	Client (Presentation layer) ←→ Middleware (Application logic layer) ←→ Resource management layer
Vorteile Abtrennung von Schichten	Kleinere, einfacher zu implementierende Module
Nachteile Abtrennung von Schichten	Übertragung von Daten, weniger Funktionalität möglich
Expansion KIS	Krankenhausinformationssystem
Teilsysteme eines KIS	Klinisches Arbeitsplatzsystem (KAS) / Laborinformationsystem (LIS) / Radiologie Informationsystem (RIS) / Picture Archiving and Communication (PACS)
Definition Homogenität bei KIS	Sukzessiver Ausbau des KIS über einer logisch zentralen Datenbank
Was sind typische Überschneidungen von KIS-Subsystemen?	KAS & PDM & Admin. / RIS & PACS
Vorteile/Nachteile Systeme eines einzelnen Herstellers	Vorteile: /  ~ Klare Zuständigkeit, Sichere Interaktion, Datenkonsistenz /  ~ Nachteile: Abhängigkeit
Definition Best of Breed	Summe von optimalen Speziallösungen verschiedener Hersteller
Vorteile/Nachteile Best of Breed	Vorteile: /  ~ Flexibilität, optimale Lösungen /  ~ Funktionale Inkongruenz, Inkonsistenzrisiko, Administrationsaufwand
Arten von Autonomie beim Nutzer	• Entwurfsautonomie / • Assoziationsautonomie / • Kommunikationsautonomie / • Ausführungsautonomie
Definition Entwurfsautonomie	Nutzer kann Daten nach seiner Vorstellung strukturieren
Definition Assoziationsautonomie	Nutzer kann das System austauschen/das System (oder Teile dessen) lokal selbst bestimmen
Definition Kommunikationsautonomie	Freiheit darin, mit wem kommuniziert werden kann
Varianten Repository	Physikalisches Repository / Virtuelles Repository
Ausführungsautonomie	Lokale Informationen wird nur von lokalen Faktoren beeinflusst (keine Cloud)
Definition Physikalisches Repository	Papierkrankenakten in einem Raum
Definition Virtuelles Repository	Daten auf einem Server, Metadaten für physisch verteilte Daten
Arten von Repository Datenteilung	Replikation (Kopieren) / Föderation (Teilen)
Was kann ein Kommunikationsserver?	Daten verlässlich zwischen verschiedenen Interfaces übertragen.
Was kann ein Kommunikationsserver nicht?	Datenprobleme lösen
Vorteile Kommunikationsserver	• Zentrale Wartung / Weniger Schnittstellen / • Monitoring / • Speichern von Übertragungsdaten
Nachteile Kommunikationsserver	• Zusätzliche Hardware
Nachteile Schnittstellen	Einschränkungen Entwurfsautonomie (Standards!)
Definition Achse	Kategorie, anhand derer geordnet wird (z.B.: Organe befallen, Art der Schädigung)
Vorteile Terminologie	Hohe Präzision / Kenntnis eines Fachgebiets
Nenn Achsen, nach denen geordnet wird.	• Topography (anatomic terms) / • Morphology (changes in cells & tissue) / • Living organisms (bacteria & viruses) / • Chemical (drugs) / • Function (signs & symptoms) / • Occupation / • Diagnostic terms / • Procedures / • Social context
Definition Klassifikation	Begriffsordnung, die Begriffe zusammenfasst
Expansion ICD	International Classification of Diseases
Definition ICD	Katalog für Krankheiten
ICD Struktur	26 Kapitel, Nummern für Krankheiten: [A-Z][0-9]+, monohierarchisch
Expansion OPS	Operationen- und Prozedurenschlüssel
OPS Struktur	6 Kapitel, Nummern für Operationen: [0-9]-[0-9]+, hierarchisch
Expansion SNOMED	Systematized Nomenclature of Pathology
Definition SNOMED	Systematische Sammlung der Begriffe aus der Medizin (verwendet in Forschung)
SNOMED Struktur	Hierarchien, Konzepte, Text-Beschreibungen, Beziehungen
Expansion DRG	Diagnosis Related Groups
Erklärung DRG	Diagnosenbasierte Fallpauschale für die gesamte Behandlung im Krankenhaus (mit Grundlage im ICD/OPS)
Expansion HL7	Health Level 7
Definition HL7	Anwendungsspezifisches Protokoll auf Ebene 7 des OSI-Modells
Grobe Funktionsweise HL7	Trigger event → HL7 msg → receive msg → send ack → receive ack
Beispiele Trigger-Events HL7	Patiententransfer / LIS Lab-Anfrage / Pathologie-report
Beispiele Nachrichten HL7	Transfer message / Discharge Message / Admit patient / Create LIS lab request
2 Arten von Datenfluss bei HL7	Unsolicited update ←→ Acknowledgement / Query ←→ Result
Expansion CDA	Clinical Document Architecture
Definition CDA	Dokumentenstandard, der die Struktur und Semantik eines klinischen Dokuments beschreibt, / um Austausch zu vereinfachen.
Level von CDA	Level 1: Syntax / Level 2: Konzept (Struktur des Dokuments) / Level 3: Terminologie: Inhalte von Feldern
Expansion DICOM	Digital Imaging and Communications in Medicine
Definition DICOM	Standard zur Formatierung von Bilddaten in der Medizin
Beispiele DICOM Service Classes	• Verification / • Storage / • Query/Retrieve / • Print Management
Expansion IHE	Integrating the Healthcare Enterprise
Definition Integrationsprofil	Beschreibt Akteure und Handlungen, setzt Regeln zum Einsatz der Standards HL7 und DICOM fest ("einfach zu verstehende Darstellungen von medizinischen Arbeitsabläufen im täglichen Leben")
Beispiele von Integrationsprofilen	• Messdaten (Austausch, Format CAD etc.) / • Bildmarkierungen (individuelle Markierung von digitalen Bildern) / • Konsistente Bilddarstellung / • Korrekture von Patienteninformationen
Prinzipien des Datenschutzes	• Zweckbindung: Bindung an eindeutige und legitime Zwecke / • Datensparsamkeit: Dem Zweck angemessen und beschränkt / • Speicherbegrenzung: Daten werden nur so lange wie nötig gespeichert
Definition Pseudonymisierung	Daten können nicht ohne weitere Informationen zum Patienten zugeordnet werden / Diese weiteren Informationen müssen gesondert aufbewahrt werden
Definition Anonymisierung	Informationen können nicht mehr einer Person zugeordnet werden
Maßnahmen zum Datenschutz nach BDSG §64	• Zugangskontrolle / • Datenträgerkontrolle / • Übertragungskontrolle / • Benutzerkontrolle (Accounts) / • Eingabekontrolle
Konkrete Datenschutzmaßnahmen	• Kryptographie / • Funktionstrennung / • Berechtigungskonzept / • Wiederherstellbarkeit / • Benutzeraccounts
Voraussetzungen Datenverarbeitung in der Forschung	• Einwilligung / • Zugriffsregelung / • Pseudonymisierung / • Kommittee / • Datenschutzbeauftragte
